name	median	min	max	runs	allocs
BenchmarkBodyUpdate/crowd256/grid2m/Rebuild	3494.0	3488.0	3511.0	3	0
BenchmarkBodyUpdate/crowd256/grid2m/Update	2168.0	2156.0	2342.0	3	0
BenchmarkBodyUpdate/crowd256/grid4m/Rebuild	2816.0	2532.0	2838.0	3	0
BenchmarkBodyUpdate/crowd256/grid4m/Update	1947.0	1946.0	1974.0	3	0
BenchmarkBodyUpdate/arena1024/grid1m/Rebuild	30563.0	29965.0	31351.0	3	0
BenchmarkBodyUpdate/arena1024/grid1m/Update	16090.0	13382.0	16778.0	3	0
BenchmarkBodyUpdate/arena1024/grid2m/Rebuild	16901.0	16343.0	17290.0	3	0
BenchmarkBodyUpdate/arena1024/grid2m/Update	8775.0	8555.0	9256.0	3	0
BenchmarkBodyUpdate/arena1024/grid4m/Rebuild	12226.0	11748.0	12230.0	3	0
BenchmarkBodyUpdate/arena1024/grid4m/Update	7949.0	7829.0	8437.0	3	0
BenchmarkBodyUpdate/map4096/grid1m/Rebuild	156205.0	155573.0	263281.0	3	0
BenchmarkBodyUpdate/map4096/grid1m/Update	79997.0	77944.0	80226.0	3	0
BenchmarkBodyUpdate/map4096/grid2m/Rebuild	87723.0	82697.0	94047.0	3	0
BenchmarkBodyUpdate/map4096/grid2m/Update	40552.0	35497.0	46250.0	3	0
BenchmarkBodyUpdate/map4096/grid4m/Rebuild	60274.0	56600.0	69331.0	3	0
BenchmarkBodyUpdate/map4096/grid4m/Update	35384.0	33304.0	39355.0	3	0
BenchmarkStaticChange/scatter/grid1m/Replace	22.6	22.2	23.3	3	0
BenchmarkStaticChange/scatter/grid1m/Rebuild	87386.0	83627.0	89695.0	3	0
BenchmarkStaticChange/scatter/grid2m/Replace	16.5	16.5	17.2	3	0
BenchmarkStaticChange/scatter/grid2m/Rebuild	65419.0	60808.0	70375.0	3	0
BenchmarkStaticChange/scatter/grid4m/Replace	17.1	16.6	24.4	3	0
BenchmarkStaticChange/scatter/grid4m/Rebuild	50516.0	47869.0	59836.0	3	0
BenchmarkStaticChange/rooms16/grid1m/Replace	21.2	21.1	21.7	3	0
BenchmarkStaticChange/rooms16/grid1m/Rebuild	143975.0	143159.0	144953.0	3	0
BenchmarkStaticChange/rooms16/grid2m/Replace	16.6	16.4	17.0	3	0
BenchmarkStaticChange/rooms16/grid2m/Rebuild	85114.0	84889.0	86815.0	3	0
BenchmarkStaticChange/rooms16/grid4m/Replace	16.7	16.7	17.9	3	0
BenchmarkStaticChange/rooms16/grid4m/Rebuild	55954.0	53195.0	62658.0	3	0
BenchmarkStaticChange/rooms16cells/grid1m/Replace	21.7	21.3	21.8	3	0
BenchmarkStaticChange/rooms16cells/grid1m/Rebuild	262170.0	253425.0	263270.0	3	0
BenchmarkStaticChange/rooms16cells/grid2m/Replace	16.9	16.9	17.3	3	0
BenchmarkStaticChange/rooms16cells/grid2m/Rebuild	193379.0	187799.0	196155.0	3	0
BenchmarkStaticChange/rooms16cells/grid4m/Replace	13.5	13.1	13.9	3	0
BenchmarkStaticChange/rooms16cells/grid4m/Rebuild	158248.0	156555.0	164250.0	3	0
BenchmarkStaticChange/halls64/grid1m/Replace	21.3	21.2	21.4	3	0
BenchmarkStaticChange/halls64/grid1m/Rebuild	35401.0	34480.0	36213.0	3	0
BenchmarkStaticChange/halls64/grid2m/Replace	16.5	16.4	16.8	3	0
BenchmarkStaticChange/halls64/grid2m/Rebuild	15626.0	15539.0	16211.0	3	0
BenchmarkStaticChange/halls64/grid4m/Replace	12.8	12.7	13.0	3	0
BenchmarkStaticChange/halls64/grid4m/Rebuild	8000.0	7885.0	8053.0	3	0
BenchmarkStatic/scatter/hash1m/proj/Sweep	32.6	32.3	32.6	3	0
BenchmarkStatic/scatter/hash1m/proj/Blocked	30.6	30.1	30.6	3	0
BenchmarkStatic/scatter/hash1m/proj/SweepAll	31.0	30.6	31.2	3	0
BenchmarkStatic/scatter/hash1m/body/Sweep	53.8	52.1	55.5	3	0
BenchmarkStatic/scatter/hash1m/body/Blocked	46.8	46.5	49.5	3	0
BenchmarkStatic/scatter/hash1m/body/SweepAll	51.7	51.6	51.7	3	0
BenchmarkStatic/scatter/hash1m/lospair/Sweep	53.6	53.3	55.1	3	0
BenchmarkStatic/scatter/hash1m/lospair/Blocked	52.0	46.9	54.1	3	0
BenchmarkStatic/scatter/hash1m/lospair/SweepAll	52.6	49.3	54.3	3	0
BenchmarkStatic/scatter/hash1m/sight/Sweep	371.6	368.8	375.3	3	0
BenchmarkStatic/scatter/hash1m/sight/Blocked	351.8	349.6	354.3	3	0
BenchmarkStatic/scatter/hash1m/sight/SweepAll	420.5	419.2	426.9	3	0
BenchmarkStatic/scatter/hash1m/losmap/Sweep	963.3	962.2	999.8	3	0
BenchmarkStatic/scatter/hash1m/losmap/Blocked	908.0	903.3	953.3	3	0
BenchmarkStatic/scatter/hash1m/losmap/SweepAll	4723.0	4702.0	4930.0	3	0
BenchmarkStatic/scatter/hash2m/proj/Sweep	31.4	30.9	32.0	3	0
BenchmarkStatic/scatter/hash2m/proj/Blocked	29.1	28.6	29.8	3	0
BenchmarkStatic/scatter/hash2m/proj/SweepAll	30.7	29.4	31.0	3	0
BenchmarkStatic/scatter/hash2m/body/Sweep	42.7	42.5	45.7	3	0
BenchmarkStatic/scatter/hash2m/body/Blocked	39.4	38.8	41.7	3	0
BenchmarkStatic/scatter/hash2m/body/SweepAll	42.1	41.7	42.9	3	0
BenchmarkStatic/scatter/hash2m/lospair/Sweep	39.6	38.4	42.3	3	0
BenchmarkStatic/scatter/hash2m/lospair/Blocked	37.5	37.0	38.8	3	0
BenchmarkStatic/scatter/hash2m/lospair/SweepAll	39.0	37.7	40.3	3	0
BenchmarkStatic/scatter/hash2m/sight/Sweep	259.7	257.5	262.6	3	0
BenchmarkStatic/scatter/hash2m/sight/Blocked	236.3	235.3	239.5	3	0
BenchmarkStatic/scatter/hash2m/sight/SweepAll	294.6	287.6	296.0	3	0
BenchmarkStatic/scatter/hash2m/losmap/Sweep	650.6	643.0	663.1	3	0
BenchmarkStatic/scatter/hash2m/losmap/Blocked	604.7	601.5	608.9	3	0
BenchmarkStatic/scatter/hash2m/losmap/SweepAll	3040.0	3032.0	3094.0	3	0
BenchmarkStatic/scatter/hash4m/proj/Sweep	36.5	36.2	38.7	3	0
BenchmarkStatic/scatter/hash4m/proj/Blocked	33.9	33.2	36.5	3	0
BenchmarkStatic/scatter/hash4m/proj/SweepAll	35.4	34.4	36.3	3	0
BenchmarkStatic/scatter/hash4m/body/Sweep	59.0	52.1	61.3	3	0
BenchmarkStatic/scatter/hash4m/body/Blocked	50.3	48.3	51.4	3	0
BenchmarkStatic/scatter/hash4m/body/SweepAll	55.1	54.6	57.8	3	0
BenchmarkStatic/scatter/hash4m/lospair/Sweep	45.2	44.5	47.3	3	0
BenchmarkStatic/scatter/hash4m/lospair/Blocked	40.8	40.5	43.0	3	0
BenchmarkStatic/scatter/hash4m/lospair/SweepAll	44.8	44.2	46.6	3	0
BenchmarkStatic/scatter/hash4m/sight/Sweep	226.6	223.3	230.7	3	0
BenchmarkStatic/scatter/hash4m/sight/Blocked	193.4	191.4	201.1	3	0
BenchmarkStatic/scatter/hash4m/sight/SweepAll	237.2	234.9	243.4	3	0
BenchmarkStatic/scatter/hash4m/losmap/Sweep	518.3	515.5	535.1	3	0
BenchmarkStatic/scatter/hash4m/losmap/Blocked	467.2	465.6	482.7	3	0
BenchmarkStatic/scatter/hash4m/losmap/SweepAll	2348.0	2317.0	2453.0	3	0
BenchmarkStatic/rooms16/hash1m/proj/Sweep	39.4	39.0	40.4	3	0
BenchmarkStatic/rooms16/hash1m/proj/Blocked	37.8	35.9	38.3	3	0
BenchmarkStatic/rooms16/hash1m/proj/SweepAll	38.5	37.0	39.2	3	0
BenchmarkStatic/rooms16/hash1m/body/Sweep	68.2	67.2	71.6	3	0
BenchmarkStatic/rooms16/hash1m/body/Blocked	59.1	58.9	60.2	3	0
BenchmarkStatic/rooms16/hash1m/body/SweepAll	65.5	64.3	69.0	3	0
BenchmarkStatic/rooms16/hash1m/lospair/Sweep	64.5	62.1	66.1	3	0
BenchmarkStatic/rooms16/hash1m/lospair/Blocked	56.0	55.5	57.1	3	0
BenchmarkStatic/rooms16/hash1m/lospair/SweepAll	63.1	61.1	66.1	3	0
BenchmarkStatic/rooms16/hash1m/sight/Sweep	271.2	269.9	278.5	3	0
BenchmarkStatic/rooms16/hash1m/sight/Blocked	240.9	238.1	245.3	3	0
BenchmarkStatic/rooms16/hash1m/sight/SweepAll	477.0	476.9	493.8	3	0
BenchmarkStatic/rooms16/hash1m/losmap/Sweep	302.0	301.7	312.9	3	0
BenchmarkStatic/rooms16/hash1m/losmap/Blocked	266.1	266.0	273.5	3	0
BenchmarkStatic/rooms16/hash1m/losmap/SweepAll	5503.0	5477.0	5643.0	3	0
BenchmarkStatic/rooms16/hash2m/proj/Sweep	38.7	37.5	39.0	3	0
BenchmarkStatic/rooms16/hash2m/proj/Blocked	36.6	34.6	37.1	3	0
BenchmarkStatic/rooms16/hash2m/proj/SweepAll	37.8	35.6	38.0	3	0
BenchmarkStatic/rooms16/hash2m/body/Sweep	58.9	58.3	61.5	3	0
BenchmarkStatic/rooms16/hash2m/body/Blocked	50.7	49.9	52.8	3	0
BenchmarkStatic/rooms16/hash2m/body/SweepAll	56.5	55.2	61.2	3	0
BenchmarkStatic/rooms16/hash2m/lospair/Sweep	51.3	50.4	53.8	3	0
BenchmarkStatic/rooms16/hash2m/lospair/Blocked	47.3	46.3	48.9	3	0
BenchmarkStatic/rooms16/hash2m/lospair/SweepAll	50.3	48.0	53.3	3	0
BenchmarkStatic/rooms16/hash2m/sight/Sweep	209.9	209.8	218.0	3	0
BenchmarkStatic/rooms16/hash2m/sight/Blocked	171.5	168.9	174.1	3	0
BenchmarkStatic/rooms16/hash2m/sight/SweepAll	345.1	336.0	345.9	3	0
BenchmarkStatic/rooms16/hash2m/losmap/Sweep	237.6	237.5	241.4	3	0
BenchmarkStatic/rooms16/hash2m/losmap/Blocked	198.1	198.0	204.8	3	0
BenchmarkStatic/rooms16/hash2m/losmap/SweepAll	3638.0	3629.0	3847.0	3	0
BenchmarkStatic/rooms16/hash4m/proj/Sweep	43.1	43.0	45.0	3	0
BenchmarkStatic/rooms16/hash4m/proj/Blocked	40.4	39.7	41.1	3	0
BenchmarkStatic/rooms16/hash4m/proj/SweepAll	41.8	41.5	42.7	3	0
BenchmarkStatic/rooms16/hash4m/body/Sweep	66.6	64.3	70.8	3	0
BenchmarkStatic/rooms16/hash4m/body/Blocked	61.0	59.6	62.5	3	0
BenchmarkStatic/rooms16/hash4m/body/SweepAll	69.8	67.1	74.5	3	0
BenchmarkStatic/rooms16/hash4m/lospair/Sweep	53.5	53.0	57.0	3	0
BenchmarkStatic/rooms16/hash4m/lospair/Blocked	47.2	46.4	48.6	3	0
BenchmarkStatic/rooms16/hash4m/lospair/SweepAll	52.7	51.0	55.3	3	0
BenchmarkStatic/rooms16/hash4m/sight/Sweep	199.4	196.8	203.4	3	0
BenchmarkStatic/rooms16/hash4m/sight/Blocked	128.2	127.8	132.5	3	0
BenchmarkStatic/rooms16/hash4m/sight/SweepAll	257.9	252.4	259.3	3	0
BenchmarkStatic/rooms16/hash4m/losmap/Sweep	199.0	195.3	202.1	3	0
BenchmarkStatic/rooms16/hash4m/losmap/Blocked	155.8	152.1	156.6	3	0
BenchmarkStatic/rooms16/hash4m/losmap/SweepAll	2597.0	2567.0	2668.0	3	0
BenchmarkStatic/rooms16cells/hash1m/proj/Sweep	42.4	42.2	43.0	3	0
BenchmarkStatic/rooms16cells/hash1m/proj/Blocked	39.7	39.0	39.9	3	0
BenchmarkStatic/rooms16cells/hash1m/proj/SweepAll	41.1	39.6	41.9	3	0
BenchmarkStatic/rooms16cells/hash1m/body/Sweep	89.4	86.9	110.1	3	0
BenchmarkStatic/rooms16cells/hash1m/body/Blocked	71.5	68.2	83.7	3	0
BenchmarkStatic/rooms16cells/hash1m/body/SweepAll	86.9	85.2	105.8	3	0
BenchmarkStatic/rooms16cells/hash1m/lospair/Sweep	83.5	75.9	91.9	3	0
BenchmarkStatic/rooms16cells/hash1m/lospair/Blocked	67.5	64.8	73.7	3	0
BenchmarkStatic/rooms16cells/hash1m/lospair/SweepAll	80.2	73.8	92.0	3	0
BenchmarkStatic/rooms16cells/hash1m/sight/Sweep	303.4	293.7	397.1	3	0
BenchmarkStatic/rooms16cells/hash1m/sight/Blocked	271.5	261.0	358.3	3	0
BenchmarkStatic/rooms16cells/hash1m/sight/SweepAll	580.7	519.4	796.8	3	0
BenchmarkStatic/rooms16cells/hash1m/losmap/Sweep	347.2	328.8	456.9	3	0
BenchmarkStatic/rooms16cells/hash1m/losmap/Blocked	302.5	294.3	403.0	3	0
BenchmarkStatic/rooms16cells/hash1m/losmap/SweepAll	6333.0	6105.0	10334.0	3	0
BenchmarkStatic/rooms16cells/hash2m/proj/Sweep	44.3	43.1	44.8	3	0
BenchmarkStatic/rooms16cells/hash2m/proj/Blocked	40.8	39.4	41.2	3	0
BenchmarkStatic/rooms16cells/hash2m/proj/SweepAll	42.0	40.9	42.2	3	0
BenchmarkStatic/rooms16cells/hash2m/body/Sweep	76.0	75.1	79.0	3	0
BenchmarkStatic/rooms16cells/hash2m/body/Blocked	69.8	69.0	71.3	3	0
BenchmarkStatic/rooms16cells/hash2m/body/SweepAll	77.3	75.3	83.6	3	0
BenchmarkStatic/rooms16cells/hash2m/lospair/Sweep	65.1	62.4	67.3	3	0
BenchmarkStatic/rooms16cells/hash2m/lospair/Blocked	59.1	56.0	60.6	3	0
BenchmarkStatic/rooms16cells/hash2m/lospair/SweepAll	64.5	64.0	69.0	3	0
BenchmarkStatic/rooms16cells/hash2m/sight/Sweep	250.6	245.5	268.6	3	0
BenchmarkStatic/rooms16cells/hash2m/sight/Blocked	202.6	199.1	216.6	3	0
BenchmarkStatic/rooms16cells/hash2m/sight/SweepAll	396.2	386.5	447.5	3	0
BenchmarkStatic/rooms16cells/hash2m/losmap/Sweep	273.2	266.4	294.1	3	0
BenchmarkStatic/rooms16cells/hash2m/losmap/Blocked	232.6	225.4	248.7	3	0
BenchmarkStatic/rooms16cells/hash2m/losmap/SweepAll	4300.0	4212.0	4996.0	3	0
BenchmarkStatic/rooms16cells/hash4m/proj/Sweep	61.1	60.1	66.0	3	0
BenchmarkStatic/rooms16cells/hash4m/proj/Blocked	54.3	52.9	58.5	3	0
BenchmarkStatic/rooms16cells/hash4m/proj/SweepAll	59.6	54.0	64.6	3	0
BenchmarkStatic/rooms16cells/hash4m/body/Sweep	117.7	113.8	123.1	3	0
BenchmarkStatic/rooms16cells/hash4m/body/Blocked	99.9	93.6	108.2	3	0
BenchmarkStatic/rooms16cells/hash4m/body/SweepAll	114.1	112.6	120.8	3	0
BenchmarkStatic/rooms16cells/hash4m/lospair/Sweep	83.1	73.7	88.7	3	0
BenchmarkStatic/rooms16cells/hash4m/lospair/Blocked	70.9	66.4	77.5	3	0
BenchmarkStatic/rooms16cells/hash4m/lospair/SweepAll	79.4	74.9	86.4	3	0
BenchmarkStatic/rooms16cells/hash4m/sight/Sweep	276.8	275.1	389.5	3	0
BenchmarkStatic/rooms16cells/hash4m/sight/Blocked	188.8	186.3	238.0	3	0
BenchmarkStatic/rooms16cells/hash4m/sight/SweepAll	344.8	341.5	414.0	3	0
BenchmarkStatic/rooms16cells/hash4m/losmap/Sweep	253.1	251.9	279.6	3	0
BenchmarkStatic/rooms16cells/hash4m/losmap/Blocked	195.3	195.0	215.4	3	0
BenchmarkStatic/rooms16cells/hash4m/losmap/SweepAll	3378.0	3340.0	3889.0	3	0
BenchmarkStatic/halls64/hash1m/proj/Sweep	29.6	29.1	29.8	3	0
BenchmarkStatic/halls64/hash1m/proj/Blocked	27.4	26.6	27.5	3	0
BenchmarkStatic/halls64/hash1m/proj/SweepAll	27.9	27.3	28.0	3	0
BenchmarkStatic/halls64/hash1m/body/Sweep	41.6	40.0	43.7	3	0
BenchmarkStatic/halls64/hash1m/body/Blocked	38.4	38.2	40.1	3	0
BenchmarkStatic/halls64/hash1m/body/SweepAll	39.8	39.1	41.0	3	0
BenchmarkStatic/halls64/hash1m/lospair/Sweep	41.9	39.9	42.0	3	0
BenchmarkStatic/halls64/hash1m/lospair/Blocked	38.4	36.9	41.9	3	0
BenchmarkStatic/halls64/hash1m/lospair/SweepAll	40.7	39.9	41.6	3	0
BenchmarkStatic/halls64/hash1m/sight/Sweep	321.2	312.1	325.1	3	0
BenchmarkStatic/halls64/hash1m/sight/Blocked	294.8	292.4	302.2	3	0
BenchmarkStatic/halls64/hash1m/sight/SweepAll	359.6	357.1	363.3	3	0
BenchmarkStatic/halls64/hash1m/losmap/Sweep	607.2	595.5	612.0	3	0
BenchmarkStatic/halls64/hash1m/losmap/Blocked	567.2	558.4	575.7	3	0
BenchmarkStatic/halls64/hash1m/losmap/SweepAll	3843.0	3822.0	3859.0	3	0
BenchmarkStatic/halls64/hash2m/proj/Sweep	27.4	27.3	27.9	3	0
BenchmarkStatic/halls64/hash2m/proj/Blocked	25.1	25.0	25.7	3	0
BenchmarkStatic/halls64/hash2m/proj/SweepAll	26.2	26.1	26.9	3	0
BenchmarkStatic/halls64/hash2m/body/Sweep	33.1	32.4	33.9	3	0
BenchmarkStatic/halls64/hash2m/body/Blocked	30.3	29.8	31.3	3	0
BenchmarkStatic/halls64/hash2m/body/SweepAll	31.6	31.4	32.5	3	0
BenchmarkStatic/halls64/hash2m/lospair/Sweep	31.9	31.4	32.9	3	0
BenchmarkStatic/halls64/hash2m/lospair/Blocked	30.0	29.6	30.7	3	0
BenchmarkStatic/halls64/hash2m/lospair/SweepAll	31.4	30.4	31.6	3	0
BenchmarkStatic/halls64/hash2m/sight/Sweep	187.0	186.8	190.7	3	0
BenchmarkStatic/halls64/hash2m/sight/Blocked	169.2	168.1	172.7	3	0
BenchmarkStatic/halls64/hash2m/sight/SweepAll	212.9	212.0	220.5	3	0
BenchmarkStatic/halls64/hash2m/losmap/Sweep	359.4	355.1	365.5	3	0
BenchmarkStatic/halls64/hash2m/losmap/Blocked	327.5	327.1	337.3	3	0
BenchmarkStatic/halls64/hash2m/losmap/SweepAll	2118.0	2103.0	2209.0	3	0
BenchmarkStatic/halls64/hash4m/proj/Sweep	28.0	27.9	28.6	3	0
BenchmarkStatic/halls64/hash4m/proj/Blocked	25.5	25.4	26.2	3	0
BenchmarkStatic/halls64/hash4m/proj/SweepAll	26.3	26.3	27.0	3	0
BenchmarkStatic/halls64/hash4m/body/Sweep	31.9	31.2	32.1	3	0
BenchmarkStatic/halls64/hash4m/body/Blocked	28.9	28.5	30.0	3	0
BenchmarkStatic/halls64/hash4m/body/SweepAll	29.8	29.7	31.1	3	0
BenchmarkStatic/halls64/hash4m/lospair/Sweep	30.1	30.0	30.6	3	0
BenchmarkStatic/halls64/hash4m/lospair/Blocked	28.3	28.3	29.0	3	0
BenchmarkStatic/halls64/hash4m/lospair/SweepAll	29.1	28.6	29.9	3	0
BenchmarkStatic/halls64/hash4m/sight/Sweep	115.7	113.6	116.5	3	0
BenchmarkStatic/halls64/hash4m/sight/Blocked	95.5	95.2	96.0	3	0
BenchmarkStatic/halls64/hash4m/sight/SweepAll	123.9	123.1	127.7	3	0
BenchmarkStatic/halls64/hash4m/losmap/Sweep	247.3	245.3	252.5	3	0
BenchmarkStatic/halls64/hash4m/losmap/Blocked	214.5	214.3	219.0	3	0
BenchmarkStatic/halls64/hash4m/losmap/SweepAll	1301.0	1295.0	1350.0	3	0
BenchmarkBody/crowd256/hash1m/proj/Sweep	98.2	97.2	102.9	3	0
BenchmarkBody/crowd256/hash1m/proj/Blocked	43.6	42.7	45.7	3	0
BenchmarkBody/crowd256/hash1m/proj/SweepAll	95.2	93.9	97.8	3	0
BenchmarkBody/crowd256/hash1m/body/Sweep	205.7	204.7	207.9	3	0
BenchmarkBody/crowd256/hash1m/body/Blocked	44.8	42.7	46.0	3	0
BenchmarkBody/crowd256/hash1m/body/SweepAll	208.6	207.9	211.9	3	0
BenchmarkBody/crowd256/hash1m/lospair/Sweep	201.1	199.8	204.1	3	0
BenchmarkBody/crowd256/hash1m/lospair/Blocked	57.3	55.2	58.5	3	0
BenchmarkBody/crowd256/hash1m/lospair/SweepAll	206.3	203.6	212.5	3	0
BenchmarkBody/crowd256/hash1m/sight/Sweep	171.4	171.4	177.2	3	0
BenchmarkBody/crowd256/hash1m/sight/Blocked	105.1	104.6	111.9	3	0
BenchmarkBody/crowd256/hash1m/sight/SweepAll	1061.0	1051.0	1082.0	3	0
BenchmarkBody/crowd256/hash2m/proj/Sweep	123.5	117.5	126.1	3	0
BenchmarkBody/crowd256/hash2m/proj/Blocked	59.2	58.6	63.2	3	0
BenchmarkBody/crowd256/hash2m/proj/SweepAll	119.6	115.0	120.5	3	0
BenchmarkBody/crowd256/hash2m/body/Sweep	202.1	200.9	207.5	3	0
BenchmarkBody/crowd256/hash2m/body/Blocked	52.9	49.9	54.1	3	0
BenchmarkBody/crowd256/hash2m/body/SweepAll	202.5	201.7	207.6	3	0
BenchmarkBody/crowd256/hash2m/lospair/Sweep	199.6	193.4	202.7	3	0
BenchmarkBody/crowd256/hash2m/lospair/Blocked	65.9	60.3	69.1	3	0
BenchmarkBody/crowd256/hash2m/lospair/SweepAll	199.9	194.4	201.2	3	0
BenchmarkBody/crowd256/hash2m/sight/Sweep	253.2	251.1	259.9	3	0
BenchmarkBody/crowd256/hash2m/sight/Blocked	99.0	98.5	103.6	3	0
BenchmarkBody/crowd256/hash2m/sight/SweepAll	826.2	821.4	843.1	3	0
BenchmarkBody/crowd256/hash4m/proj/Sweep	185.2	181.8	187.8	3	0
BenchmarkBody/crowd256/hash4m/proj/Blocked	104.6	99.8	104.9	3	0
BenchmarkBody/crowd256/hash4m/proj/SweepAll	179.6	175.7	183.3	3	0
BenchmarkBody/crowd256/hash4m/body/Sweep	269.0	258.7	273.6	3	0
BenchmarkBody/crowd256/hash4m/body/Blocked	82.1	75.5	82.6	3	0
BenchmarkBody/crowd256/hash4m/body/SweepAll	262.0	254.2	262.7	3	0
BenchmarkBody/crowd256/hash4m/lospair/Sweep	252.4	245.0	263.5	3	0
BenchmarkBody/crowd256/hash4m/lospair/Blocked	91.9	90.9	94.8	3	0
BenchmarkBody/crowd256/hash4m/lospair/SweepAll	248.5	241.3	254.3	3	0
BenchmarkBody/crowd256/hash4m/sight/Sweep	499.8	485.4	515.3	3	0
BenchmarkBody/crowd256/hash4m/sight/Blocked	113.8	111.8	120.2	3	0
BenchmarkBody/crowd256/hash4m/sight/SweepAll	762.2	731.6	765.7	3	0
BenchmarkBody/arena1024/hash1m/proj/Sweep	41.3	38.4	43.6	3	0
BenchmarkBody/arena1024/hash1m/proj/Blocked	33.9	33.9	36.1	3	0
BenchmarkBody/arena1024/hash1m/proj/SweepAll	41.8	41.4	44.0	3	0
BenchmarkBody/arena1024/hash1m/body/Sweep	122.7	119.4	123.4	3	0
BenchmarkBody/arena1024/hash1m/body/Blocked	64.6	64.4	66.0	3	0
BenchmarkBody/arena1024/hash1m/body/SweepAll	119.7	119.2	122.0	3	0
BenchmarkBody/arena1024/hash1m/lospair/Sweep	120.1	119.4	124.4	3	0
BenchmarkBody/arena1024/hash1m/lospair/Blocked	73.9	73.4	75.7	3	0
BenchmarkBody/arena1024/hash1m/lospair/SweepAll	119.9	119.8	124.1	3	0
BenchmarkBody/arena1024/hash1m/sight/Sweep	259.5	258.1	267.8	3	0
BenchmarkBody/arena1024/hash1m/sight/Blocked	221.9	219.6	225.0	3	0
BenchmarkBody/arena1024/hash1m/sight/SweepAll	679.6	678.6	701.1	3	0
BenchmarkBody/arena1024/hash2m/proj/Sweep	45.4	42.7	47.3	3	0
BenchmarkBody/arena1024/hash2m/proj/Blocked	36.3	35.5	37.1	3	0
BenchmarkBody/arena1024/hash2m/proj/SweepAll	43.3	40.8	47.1	3	0
BenchmarkBody/arena1024/hash2m/body/Sweep	99.3	98.4	105.6	3	0
BenchmarkBody/arena1024/hash2m/body/Blocked	50.2	49.2	51.0	3	0
BenchmarkBody/arena1024/hash2m/body/SweepAll	96.2	95.0	100.8	3	0
BenchmarkBody/arena1024/hash2m/lospair/Sweep	98.2	97.1	102.0	3	0
BenchmarkBody/arena1024/hash2m/lospair/Blocked	56.5	53.5	57.6	3	0
BenchmarkBody/arena1024/hash2m/lospair/SweepAll	97.7	96.2	99.3	3	0
BenchmarkBody/arena1024/hash2m/sight/Sweep	233.9	233.0	242.2	3	0
BenchmarkBody/arena1024/hash2m/sight/Blocked	164.5	163.2	169.9	3	0
BenchmarkBody/arena1024/hash2m/sight/SweepAll	483.4	481.7	494.3	3	0
BenchmarkBody/arena1024/hash4m/proj/Sweep	69.9	67.3	75.2	3	0
BenchmarkBody/arena1024/hash4m/proj/Blocked	54.5	49.9	56.7	3	0
BenchmarkBody/arena1024/hash4m/proj/SweepAll	68.7	66.6	71.5	3	0
BenchmarkBody/arena1024/hash4m/body/Sweep	110.7	109.4	115.0	3	0
BenchmarkBody/arena1024/hash4m/body/Blocked	72.0	69.8	73.6	3	0
BenchmarkBody/arena1024/hash4m/body/SweepAll	106.8	106.7	115.3	3	0
BenchmarkBody/arena1024/hash4m/lospair/Sweep	105.4	105.3	110.1	3	0
BenchmarkBody/arena1024/hash4m/lospair/Blocked	71.8	69.4	74.4	3	0
BenchmarkBody/arena1024/hash4m/lospair/SweepAll	101.7	101.4	104.8	3	0
BenchmarkBody/arena1024/hash4m/sight/Sweep	300.2	290.0	302.9	3	0
BenchmarkBody/arena1024/hash4m/sight/Blocked	143.9	142.8	149.6	3	0
BenchmarkBody/arena1024/hash4m/sight/SweepAll	403.4	392.6	403.9	3	0
BenchmarkBody/map4096/hash1m/proj/Sweep	37.6	37.4	42.2	3	0
BenchmarkBody/map4096/hash1m/proj/Blocked	34.5	34.0	39.5	3	0
BenchmarkBody/map4096/hash1m/proj/SweepAll	35.5	35.2	40.5	3	0
BenchmarkBody/map4096/hash1m/body/Sweep	69.6	67.3	125.3	3	0
BenchmarkBody/map4096/hash1m/body/Blocked	55.3	52.5	95.6	3	0
BenchmarkBody/map4096/hash1m/body/SweepAll	70.2	61.5	122.1	3	0
BenchmarkBody/map4096/hash1m/lospair/Sweep	75.8	74.5	134.8	3	0
BenchmarkBody/map4096/hash1m/lospair/Blocked	66.6	55.1	116.6	3	0
BenchmarkBody/map4096/hash1m/lospair/SweepAll	76.7	74.8	134.3	3	0
BenchmarkBody/map4096/hash1m/sight/Sweep	388.5	384.3	641.2	3	0
BenchmarkBody/map4096/hash1m/sight/Blocked	361.9	361.7	618.3	3	0
BenchmarkBody/map4096/hash1m/sight/SweepAll	518.6	516.6	895.3	3	0
BenchmarkBody/map4096/hash2m/proj/Sweep	34.4	32.7	34.6	3	0
BenchmarkBody/map4096/hash2m/proj/Blocked	31.5	30.4	32.2	3	0
BenchmarkBody/map4096/hash2m/proj/SweepAll	33.5	31.9	33.5	3	0
BenchmarkBody/map4096/hash2m/body/Sweep	45.3	41.7	47.0	3	0
BenchmarkBody/map4096/hash2m/body/Blocked	40.5	39.0	40.5	3	0
BenchmarkBody/map4096/hash2m/body/SweepAll	44.2	43.6	46.2	3	0
BenchmarkBody/map4096/hash2m/lospair/Sweep	44.7	44.2	48.8	3	0
BenchmarkBody/map4096/hash2m/lospair/Blocked	40.7	38.7	41.2	3	0
BenchmarkBody/map4096/hash2m/lospair/SweepAll	45.1	43.5	48.1	3	0
BenchmarkBody/map4096/hash2m/sight/Sweep	250.3	245.1	255.8	3	0
BenchmarkBody/map4096/hash2m/sight/Blocked	222.0	215.7	222.9	3	0
